factor	Group		
nope	CDPKB_ORYSJ		
nope	CSCLB_ARATH		
nope	PER45_ARATH		
nope	DML_EUBBA		
nope	SCP21_ARATH		
nope	PHSL_VICFA		
nope	CCD_CROSA		
nope	P2C11_ORYSJ		
nope	TI11E_ORYSJ		
nope	PHF1_ARATH		
nope	ARL3_CHLRE		
nope	PLP3_ORYSJ		
nope	RK24_ARATH		
nope	SURF1_ARATH		
nope	GP108_RAT		
nope	SY121_ARATH		
nope	TC10A_ARATH		
nope	GEML1_ARATH		
nope	ZN830_RAT		
nope	YNB3_SCHPO		
nope	SMD1_SCHPO		
nope	RSMB_DICDI		
nope	PTR37_ARATH		
nope	APX1_ORYSJ		
nope	CDKD1_ORYSI		
nope	RFA1B_ARATH		
nope	RBM42_MOUSE		
nope	S38A4_HUMAN		
nope	PP2A4_ORYSJ		
nope	2NPD_BACSU		
nope	TRXH_ORYSI		
nope	SGRL_ORYSJ		
nope	HOX29_ORYSJ		
nope	P2C80_ARATH		
nope	Y1754_ARATH		
nope	ATPAM_BETVU		
nope	FK172_ARATH		
nope	YCF37_PYRYE		
nope	TRDMT_RAT		
nope	RR2_SORBI		
nope	RS9_RHOS5		
nope	P2C06_ORYSJ		
nope	ADCK1_XENTR		
nope	INVF_ARATH		
nope	CDKE1_ORYSJ		
nope	HS26M_ORYSJ		
nope	DAPB3_ARATH		
nope	Y4424_ARATH		
nope	RLMI_ALTMD		
nope	AUG3_ARATH		
nope	ZIF1_ARATH		
nope	UBC7_WHEAT		
nope	ATD1B_DANRE		
nope	GSHRP_ARATH		
nope	RETM_ANOGA		
nope	EDL3_ARATH		
nope	NIN1_ORYSJ		
nope	TCF25_MOUSE		
nope	RRAA1_ARATH		
nope	MZT1B_ARATH		
nope	TON1B_ARATH		
nope	YJBQ_ECOLI		
nope	TPS10_ARATH		
nope	ALL12_OLEEU		
nope	BMX_HUMAN		
nope	CDKG1_ORYSI		
nope	SBT35_ARATH		
nope	HSP7M_PHAVU		
nope	PPA3_ARATH		
nope	HS16B_ORYSJ		
nope	TRXH_FAGES		
nope	CIGR1_ORYSJ		
nope	MIK_MAIZE		
nope	RNS3_ARATH		
nope	CYC_HELAN		
nope	AB19B_ARATH		
nope	FER_CHLFR		
nope	GSTUK_ARATH		
nope	DET1_ARATH		
nope	TRXM2_ORYSJ		
nope	TRL4_ORYSJ		
nope	MT2_RICCO		
nope	DFRA_ARATH		
nope	TRNH3_ARATH		
nope	CYSEP_PHAVU		
nope	PYRG_SCHPO		
nope	PP344_ARATH		
nope	C76M8_ORYSJ		
nope	CYF_SACOF		
nope	VATL_MAIZE		
nope	RLF33_ARATH		
nope	SRF6_ARATH		
nope	AXS_ORYSJ		
nope	MA657_ARATH		
nope	U89A2_ARATH		
nope	FBK30_ARATH		
nope	BGAL_SHIDS		
nope	DRP4C_ARATH		
nope	4CLL5_ORYSJ		
nope	OSB1_ARATH		
nope	CML44_ARATH		
nope	PTR2_ARATH		
nope	IAA14_ORYSJ		
nope	YTHD1_MOUSE		
nope	RRP36_BOVIN		
nope	CAF1F_ARATH		
nope	MCAT_ARATH		
nope	GID8_DICDI		
nope	Y3627_ARATH		
nope	CTDS1_HUMAN		
nope	NEN1_ARATH		
nope	RIOK1_HUMAN		
nope	TBL10_ARATH		
nope	BGLX_SALTY		
nope	CML13_ORYSJ		
nope	XPP1_MOUSE		
nope	SR30_ARATH		
nope	TSL_ARATH		
nope	SEBP2_ARATH		
nope	DIR1_ARATH		
nope	CA1P_ARATH		
nope	LEA14_GOSHI		
nope	YMB8_YEAST		
nope	KMS2_ARATH		
nope	PRP39_XENLA		
nope	JAL3_ARATH		
nope	WAKLE_ARATH		
nope	EYA4_MOUSE		
nope	ZMYM1_HUMAN		
nope	LRK42_ARATH		
nope	U496D_ORYSI		
nope	ACCO5_ARATH		
nope	ATG16_ARATH		
nope	PUB45_ARATH		
nope	PQBP1_MOUSE		
nope	EVI5_HUMAN		
nope	CYSK_MYCTU		
nope	HIR1_YARLI		
nope	MPCP2_ARATH		
nope	MYOB5_ARATH		
nope	RN128_XENLA		
nope	RNF12_HUMAN		
nope	DPOLA_ARATH		
nope	ATE1_ARATH		
nope	GATL2_ARATH		
nope	CEST_ORYSI		
nope	RTH_ARATH		
nope	FAD3D_ARATH		
nope	ERDL7_ARATH		
nope	H2A1_MEDTR		
nope	STR10_ARATH		
nope	MICU1_CAEEL		
nope	RBOHG_ARATH		
nope	SAU36_ARATH		
nope	RENT1_NEUCR		
nope	AROA_PETHY		
nope	SCMC1_DANRE		
nope	AKRCA_ARATH		
nope	FAEA_ASPNC		
nope	ORML1_MOUSE		
nope	WEL1_ARATH		
nope	RF1_NATTJ		
nope	AK2_ARATH		
nope	IP5P7_ARATH		
nope	SC61G_ORYSJ		
nope	MO25M_ARATH		
nope	DIR5_ARATH		
nope	SAMT_CLABR		
nope	VATH_ORYSJ		
nope	PI5K1_ARATH		
nope	CO040_MOUSE		
nope	IMCL1_ORYSJ		
nope	Y1133_ARATH		
nope	FA32A_DANRE		
nope	EF1A_PEA		
nope	DNJB4_HUMAN		
nope	LSM4_ORYSJ		
nope	ABHD3_HUMAN		
nope	PB27B_ARATH		
nope	RRP7A_MOUSE		
nope	STOP1_ORYSJ		
nope	DNAJ_PELUB		
nope	DDLA_CHRVO		
nope	CRD1_EUPES		
nope	ACR3_ARATH		
nope	SKI14_ARATH		
nope	SCO2_ARATH		
nope	PP325_ARATH		
nope	TOM92_ARATH		
nope	ERG1_PANGI		
nope	SWT17_ARATH		
nope	PNG1_ARATH		
nope	TRO_ARATH		
nope	GATY_SALPB		
nope	CNIH1_ARATH		
nope	Y3905_ARATH		
nope	SYP32_ARATH		
nope	GSTT1_ARATH		
nope	U86A1_ARATH		
nope	CSN6A_ARATH		
nope	PUB55_ARATH		
nope	RBM8A_SALSA		
nope	PT505_ARATH		
nope	RL25_MARMM		
nope	TBCE_ARATH		
nope	PSAF_HORVU		
nope	ZADH2_MOUSE		
nope	QKGA_DICDI		
nope	CGT_FRAAN		
nope	RLMN_TRIEI		
nope	PB27A_ARATH		
nope	PD5BA_XENLA		
nope	XTH27_ARATH		
nope	AAE_RAUSE		
nope	F4ST_FLACH		
nope	PSB1_ORYSJ		
nope	KATL2_XENTR		
nope	D42E1_DANRE		
nope	RL363_ARATH		
nope	Y5392_ARATH		
nope	MYBB_MOUSE		
nope	PP332_ARATH		
nope	WRKY7_ARATH		
nope	RMT2_ASPOR		
nope	OBGC2_ORYSJ		
nope	PP143_ARATH		
nope	PHSL2_SOLTU		
nope	Y1561_ARATH		
nope	XRN2_PONAB		
nope	RA213_ARATH		
nope	GLE1_ARATH		
nope	XRI1_ARATH		
nope	BPM5_ARATH		
nope	ADH1_MAIZE		
nope	TBC13_MOUSE		
nope	SYP41_ARATH		
nope	C19L2_MOUSE		
nope	ALDO2_ORYSJ		
nope	RBP2_MEDTR		
nope	IBB3_WHEAT		
nope	CRCB2_STAS1		
nope	PP444_ARATH		
nope	TFP11_MONDO		
nope	GLYT3_ARATH		
nope	R27AA_ORYSJ		
nope	IPO11_MOUSE		
nope	CYPH_ALLCE		
nope	DFRA_PETHY		
nope	TELO2_HUMAN		
nope	SPP1_ORYSJ		
nope	YLS8_ARATH		
nope	CTL5_XENTR		
nope	ERG_ANTMA		
nope	CYSK3_CAEEL		
nope	PTA10_ARATH		
nope	TRUA_RICPR		
nope	LCAT2_ARATH		
nope	BAZ2A_XENLA		
nope	TRUA_MOUSE		
nope	C94B1_ARATH		
nope	AVP_HORVU		
nope	ML423_ARATH		
nope	EIF3I_ARATH		
nope	CLPP_AZOBR		
nope	ERD2_PETHY		
nope	CRK39_ARATH		
nope	ACOC_CUCMA		
nope	EIF3H_ARATH		
nope	TMCO1_RAT		
nope	Y5258_ARATH		
nope	STY8_ARATH		
nope	INV1_MAIZE		
nope	S2540_XENTR		
nope	SMG8_XENTR		
nope	BAG1_ARATH		
nope	PYM_BOMMO		
nope	WDR48_MOUSE		
nope	RA51C_ARATH		
nope	DCK_HUMAN		
nope	DTX21_ARATH		
nope	PNSB2_ARATH		
nope	VIP1_DROME		
nope	AHSA2_BOVIN		
nope	NUDT2_ARATH		
nope	TOP1_RICTY		
nope	PTR27_ARATH		
nope	CCME_PSEMY		
nope	CAF1M_ORYSJ		
nope	PUR_ARATH		
nope	KLDC4_MOUSE		
nope	CSPLN_MAIZE		
nope	SPL11_ORYSJ		
nope	Y2317_ARATH		
nope	TBB8_ORYSJ		
nope	NCOA7_CHICK		
nope	SINA2_ARATH		
nope	TRXB3_ARATH		
nope	NET1B_ARATH		
nope	AT101_ARATH		
nope	FLA17_ARATH		
nope	ADNT1_ARATH		
nope	ZB14_MAIZE		
nope	ULP1B_ARATH		
nope	DIR21_ARATH		
nope	PP416_ARATH		
nope	BZP43_ARATH		
nope	PTR36_ARATH		
nope	MYOB7_ARATH		
nope	GBLPB_ORYSJ		
nope	COR14_PAPSO		
nope	RS23_ARATH		
nope	YCF36_PYRYE		
nope	RL24_RICTY		
nope	Y3567_ARATH		
nope	TRDMT_HUMAN		
nope	ACY1_HUMAN		
nope	CLPB3_ORYSJ		
nope	PHS2_ARATH		
nope	P2C54_ORYSJ		
nope	NATT3_THANI		
nope	SMD2_DROME		
nope	PSAD2_ARATH		
nope	PTRB_MORLA		
nope	KPCB_DANRE		
nope	DYL2_RAT		
nope	WDR11_HUMAN		
nope	GRXS1_ORYSJ		
nope	CEP3_ARATH		
nope	STR15_ARATH		
nope	POLH_ARATH		
nope	PLSP1_ARATH		
nope	CALA_BRAOB		
nope	IPCS2_ARATH		
nope	AMYB_MEDSA		
nope	PP1R8_BOVIN		
nope	PUX14_ARATH		
nope	CRK21_ARATH		
nope	PPR95_ARATH		
nope	PUS10_MOUSE		
nope	SLAC1_ARATH		
nope	VPS15_YEAST		
nope	ARC1B_ARATH		
nope	YJBQ_SALTY		
nope	DRE1A_ORYSI		
nope	GPDL7_ARATH		
nope	BRWD3_MOUSE		
nope	TM147_XENTR		
nope	WDR89_MOUSE		
nope	PAE8_ARATH		
nope	RTE1_ARATH		
nope	OTU6B_HUMAN		
nope	TOP1_ZYMMO		
nope	RN170_DANRE		
nope	SCYL2_HUMAN		
nope	CREG1_HUMAN		
nope	GDL10_ARATH		
nope	SCP53_ARATH		
nope	CALM_SPIOL		
nope	MINP1_DICDI		
nope	HLP_ARATH		
nope	PPA9_ARATH		
nope	AVP2_ARATH		
nope	CID7_ARATH		
nope	RHF2A_ARATH		
nope	NCLN_MOUSE		
nope	ISU1_ARATH		
nope	ATPBM_ACTDE		
nope	PER5_VITVI		
nope	WDR3_DICDI		
nope	LCYE_ONCHC		
nope	OMT2_SORBI		
nope	G6PD3_ARATH		
nope	MCES2_ORYSJ		
nope	LYK5_ARATH		
nope	RFS2_ARATH		
nope	RL15_XANP2		
nope	WRKY1_ARATH		
nope	ACR8_ARATH		
nope	ILVH_NICPL		
nope	LOR10_ARATH		
nope	IDD5_ARATH		
nope	MIA40_NEUCR		
nope	SCP52_ARATH		
nope	GCN1_MOUSE		
nope	KPRS3_ORYSJ		
nope	PP248_ARATH		
nope	CHS3_SORBI		
nope	GLGL2_WHEAT		
nope	NIPA5_ARATH		
nope	ERF73_ARATH		
nope	RCD1_DANRE		
nope	YIPL_ORYSJ		
nope	MPK7_ORYSJ		
nope	SBT37_ARATH		
nope	STE23_YEAST		
nope	U7A15_MALDO		
nope	PIR7A_ORYSJ		
nope	RL44_GOSHI		
nope	AB2E_ARATH		
nope	ALAXL_PYRHO		
nope	FN3KR_ORYSI		
nope	TLP_ORYSJ		
nope	THO4A_ARATH		
nope	ALLN_ALLCG		
nope	RLGP2_ORYSJ		
nope	NAR21_ORYSJ		
nope	YMF11_MARPO		
nope	SAG39_ORYSJ		
nope	FAS1_ORYSJ		
nope	RBL14_ARATH		
nope	CMC3_CAEEL		
nope	TLC2_ARATH		
nope	HEM3_ORYSJ		
nope	SIGC_ARATH		
nope	AB4B_ARATH		
nope	IF3_SYNY3		
nope	C3H6_ORYSJ		
nope	SUS7_ORYSJ		
nope	DGP14_ARATH		
nope	YIP6_SCHPO		
nope	GT102_ORYSJ		
nope	2A5B_ARATH		
nope	P6R3B_XENLA		
nope	CSCLA_ARATH		
nope	SBT3F_ARATH		
nope	GLTP3_ARATH		
nope	MURE_BACMF		
nope	CIPK9_ORYSJ		
nope	LOL2_ORYSJ		
nope	SRR_ORYSJ		
nope	HIS1_ORYSJ		
nope	C71AQ_ARATH		
nope	FIP2_ARATH		
nope	ARPC4_ARATH		
nope	KIPK_ARATH		
nope	Y4141_ARATH		
nope	PER54_ARATH		
nope	PTR12_ARATH		
nope	G3PC_PETHY		
nope	COG3_MOUSE		
nope	PDPK1_ARATH		
nope	UCP3_RAT		
nope	DBP3_YEAS7		
nope	XPP1_DICDI		
nope	YFI3_SCHPO		
nope	SCL3_ARATH		
nope	JMJD4_HUMAN		
nope	BH129_ARATH		
nope	PP11_ACEPE		
nope	HPSE1_ARATH		
nope	TIP21_MAIZE		
nope	TKPR1_ARATH		
nope	PD5BB_XENLA		
nope	PYRG_DICDI		
nope	CRTS1_ONCHC		
nope	ATL55_ARATH		
nope	RL121_ARATH		
nope	FB128_ARATH		
nope	MARH3_HUMAN		
nope	YCF4_SACOF		
nope	ATESY_MAGGA		
nope	MES12_ARATH		
nope	ACT10_SOLTU		
nope	PPR64_ARATH		
nope	ANX4_FRAAN		
nope	CH62_MAIZE		
nope	DG17_DICDI		
nope	WDR12_CHLRE		
nope	AB14B_ARATH		
nope	DGK6_ARATH		
nope	CRLK1_ARATH		
nope	TRNH4_ARATH		
nope	TM256_BUFGR		
nope	GUCD1_HUMAN		
nope	NADK3_ORYSJ		
nope	CLPX_ACICJ		
nope	CSCLC_ARATH		
nope	C3H8_ORYSJ		
nope	ESRP1_RAT		
nope	GLO2C_ARATH		
nope	SCL21_ARATH		
nope	U1148_ARATH		
nope	SD16_ARATH		
nope	KCO1_ORYSJ		
nope	CHIE_BETVU		
nope	PCP_PONAB		
nope	GL11_ORYSJ		
nope	GLGS_BETVU		
nope	SEC5A_ARATH		
nope	IMDH_VIGUN		
nope	C3H56_ORYSJ		
nope	UTP20_YEAST		
nope	Y4833_ARATH		
nope	GLNA4_MAIZE		
nope	PER21_ARATH		
nope	VATG1_TOBAC		
nope	H2B2_WHEAT		
nope	NPC2_ARATH		
nope	WDR91_DANRE		
nope	K1468_HUMAN		
nope	FPPS_MAIZE		
nope	GPT2_ARATH		
nope	QOR_BOVIN		
nope	Y1790_ARATH		
nope	CYSP_HEMSP		
nope	YUGF_BACSU		
nope	MEL1_ORYSJ		
nope	SCRL1_ORYSJ		
nope	Y531_METJA		
nope	GGT1_ARATH		
nope	TRXM1_ORYSJ		
nope	BIODA_ORYSJ		
nope	ETR3_ORYSJ		
nope	COG2_DROME		
nope	CDKG2_ORYSJ		
nope	BGAL2_ENTCL		
nope	AGAL3_ARATH		
nope	EXL3_ARATH		
nope	CAAT3_ARATH		
nope	RPP1_ARATH		
nope	PMT1M_SCHPO		
nope	TTC33_DANRE		
nope	CWF17_SCHPO		
nope	RUP2_ARATH		
nope	BBD1_ORYSI		
nope	BARD1_HUMAN		
nope	AATC_ORYSJ		
nope	CSLA4_ORYSJ		
nope	MAN4_ORYSJ		
nope	COBL3_ORYSJ		
nope	MKP1_ARATH		
nope	PIP23_ORYSJ		
nope	KXDL1_RAT		
nope	NILP2_ARATH		
nope	ELP1_ARATH		
nope	VPE_CITSI		
nope	ALY3_ARATH		
nope	LDL1_ORYSJ		
nope	ATG8C_ORYSJ		
nope	PYL4_ARATH		
nope	ERG14_ARATH		
nope	BH113_ARATH		
nope	NBP35_ARATH		
nope	L2HDH_CAEEL		
nope	RBM48_DANRE		
nope	PORB_HORVU		
nope	CPR4_ARATH		
nope	SAS10_DROME		
nope	C14C3_ORYSJ		
nope	FMO2_ARATH		
nope	SBT54_ARATH		
nope	RLMN_SYNJA		
nope	POLL2_ARATH		
nope	PIP13_MAIZE		
nope	PP1R8_HUMAN		
nope	ALA4_ARATH		
nope	GCN1_HUMAN		
nope	C81E9_MEDTR		
nope	CRY2_ARATH		
nope	BTF3_HUMAN		
nope	DHOM_EMENI		
nope	TM135_XENLA		
nope	WRK42_ARATH		
nope	THG1_ARATH		
nope	YBEY_SYNPX		
nope	AB16B_ARATH		
nope	BGAL_PSYIN		
nope	SSY23_ORYSJ		
nope	CALM3_ORYSI		
nope	FB121_ARATH		
nope	H2A2_MEDTR		
nope	IX15L_ARATH		
nope	SMG9_RAT		
nope	GOLS2_ARATH		
nope	AAE2_ARATH		
nope	EI3JA_DANRE		
nope	SFH4_ARATH		
nope	PGLR5_ARATH		
nope	KAD6_ORYSJ		
nope	U587_CAEEL		
nope	GSTF1_MAIZE		
nope	CBSX6_ARATH		
nope	EAPP_HUMAN		
nope	WDR44_MOUSE		
nope	Y2060_ARATH		
nope	RUBB_SECCE		
nope	Y5880_ARATH		
nope	DER_ANAVT		
nope	EXP10_ORYSJ		
nope	BAM8_ARATH		
nope	PER66_MAIZE		
nope	FB348_ARATH		
nope	FBL53_ARATH		
nope	ZIP5_ORYSJ		
nope	OSB3_ARATH		
nope	YUC9_ARATH		
nope	MET13_DROME		
nope	ODP24_ARATH		
nope	ZIP10_ORYSJ		
nope	DIR10_ARATH		
nope	AROG_ORYSJ		
nope	Y6373_DICDI		
nope	R10A1_ARATH		
nope	S23IP_MOUSE		
nope	DNLZ_HUMAN		
nope	CX5B2_ARATH		
nope	HASTY_ARATH		
nope	YQJG_ECOLI		
nope	NDUF3_XENTR		
nope	RH57_ORYSJ		
nope	NIPA8_ARATH		
nope	PI3R4_MOUSE		
nope	TCTP_ORYSJ		
nope	DRL44_ARATH		
nope	UEV1A_ARATH		
nope	C7A15_ARATH		
nope	TDCE_ECOLI		
nope	COR2_PAPSO		
nope	TCTP_MAIZE		
nope	S2544_HUMAN		
nope	ENAS2_ARATH		
nope	MAFL2_DICDI		
nope	INSF_ECO11		
nope	OPT6_ARATH		
nope	RCN2_HUMAN		
nope	LSM5_ARATH		
nope	TM205_DANRE		
nope	HA22E_ARATH		
nope	ZDH20_ARATH		
nope	LBD37_ARATH		
nope	FCL2_ARATH		
nope	DRKC_DICDI		
nope	CAR3_ARATH		
nope	VIP1_MOUSE		
nope	ORR24_ORYSJ		
nope	DAPA_MAIZE		
nope	H2B1_MAIZE		
nope	TMK4_ARATH		
nope	SLY1_ARATH		
nope	UKL4_ARATH		
nope	FER1_ORYSJ		
nope	ARID1_ARATH		
nope	PORA_ORYSJ		
nope	PAE10_ARATH		
nope	NDB3B_ARATH		
nope	FUBP1_RAT		
nope	CSLAB_ORYSJ		
nope	FRS5_ARATH		
nope	RB2BV_BETVU		
nope	CLPS_SYNS9		
nope	TBCD8_MOUSE		
nope	CALSB_ARATH		
nope	U92A1_ARATH		
nope	P2B10_ARATH		
nope	IFRD2_HUMAN		
nope	TIR1A_ORYSJ		
nope	HXK3_ORYSJ		
nope	DNAJ_CUPPJ		
nope	KLH10_HUMAN		
nope	PAE3_ARATH		
nope	TIP21_ORYSJ		
nope	TRUA_AGRVS		
nope	RN141_CHICK		
nope	ECI1_ARATH		
nope	APC7_ARATH		
nope	ARP_ARATH		
nope	SINA5_ARATH		
nope	SAPK5_ORYSJ		
nope	PP222_ARATH		
nope	DJC21_DANRE		
nope	COQ6_BOVIN		
nope	AAMT3_MAIZE		
nope	RSH2_ORYSJ		
nope	DIR25_ARATH		
nope	C71A8_MENPI		
nope	CNBL4_ORYSJ		
nope	K125_ARATH		
nope	ZN862_HUMAN		
nope	CCP21_ORYSJ		
nope	UGGG_ARATH		
nope	OHK3_ORYSJ		
nope	LOGLA_ORYSJ		
nope	NSP5_ARATH		
nope	NRPBC_ARATH		
nope	U2AF2_DROME		
nope	RK36_WHEAT		
nope	ACT_PINCO		
nope	SAT3_ORYSJ		
nope	KAD5_ORYSJ		
nope	MTAD_THEPX		
nope	UTR3_ARATH		
nope	KCY4_ORYSJ		
nope	CRIPT_RAT		
nope	FBD8_ARATH		
nope	Y4634_ARATH		
nope	CRK15_ARATH		
nope	PSY_DAUCA		
nope	MKKA_DICDI		
nope	PFD4_AVEFA		
nope	RK10_ARATH		
nope	RK22_SORBI		
nope	ABP5_MAIZE		
nope	SMH4_MAIZE		
nope	DER11_MAIZE		
nope	SUR1_ARATH		
nope	ENO1_ARATH		
nope	PP13_ARATH		
nope	BAHC1_MOUSE		
nope	PPCS2_ORYSJ		
nope	SAC3_ARATH		
nope	Y488_HAEIN		
nope	APL_ARATH		
nope	C86A2_ARATH		
nope	HDA15_ARATH		
nope	FTRV_MAIZE		
nope	KLH17_HUMAN		
nope	HMCES_XENTR		
nope	TIF6B_ORYSJ		
nope	PPR35_ARATH		
nope	DNAJ_RUEPO		
nope	PRSP1_SPIOL		
nope	TRX_DROVI		
nope	SLMO_DICDI		
nope	BRD9_MOUSE		
nope	ACA2_ARATH		
nope	FHIT_DICDI		
nope	GAE4_ARATH		
nope	ASCL3_ORYSJ		
nope	Y4230_ARATH		
nope	DGLA_MOUSE		
nope	RUBA_PEA		
nope	DECR2_ARATH		
nope	Y3885_ARATH		
nope	BRI1_SOLLC		
nope	HERC6_MOUSE		
nope	CET2_TOBAC		
nope	KPPR_CHLRE		
nope	AB14G_ARATH		
nope	PPA1_SOLLC		
nope	HOX27_ORYSJ		
nope	BCA5_ARATH		
nope	SP1L1_ARATH		
nope	MSL8_ARATH		
nope	PALY_WHEAT		
nope	YWKD_BACSU		
nope	OMA1_YEAST		
nope	NSRP1_MOUSE		
nope	GMPPA_PAPAN		
nope	PMTO_ARATH		
nope	HAK27_ORYSJ		
nope	MORF9_ARATH		
nope	CCH11_ORYSJ		
nope	STXB5_HUMAN		
nope	CNO10_MOUSE		
nope	PEX4_ARATH		
nope	FRDA_ARATH		
nope	MEX1_ORYSJ		
nope	NEN2_ARATH		
nope	P1_ARATH		
nope	HAL3_ORYSJ		
nope	KNOSA_ORYSJ		
nope	PP1_BRANA		
nope	STR8_ARATH		
nope	TYPA_BUCAP		
nope	DHE3_SOLLC		
nope	H32_TOBAC		
nope	C76M5_ORYSJ		
nope	RADL1_ARATH		
nope	BAT1_ORYSJ		
nope	AB3F_ARATH		
nope	SPL3_ORYSJ		
nope	SVKA_DICDI		
nope	PIP26_MAIZE		
nope	RH29_ORYSI		
nope	KAD6_ARATH		
nope	CFTSY_ARATH		
nope	MOSA_MAIZE		
nope	EI2BA_RAT		
nope	AKR2_ORYSI		
nope	GLNA2_HORVU		
nope	IAA5_ORYSJ		
nope	DDPS6_ARATH		
nope	AB1D_ARATH		
nope	RPB8B_ARATH		
nope	MK06_HUMAN		
nope	LC7L3_PONAB		
nope	ERF76_ARATH		
nope	LOG3_ARATH		
nope	PGT2_LITER		
nope	FBK22_ARATH		
nope	GCA1_ARATH		
nope	RLK1_ARATH		
nope	ARL8B_RAT		
nope	TR130_ORYSJ		
nope	TRP4_ARATH		
nope	IML1_PICST		
nope	YH19_RHOCA		
nope	DR206_PEA		
nope	PPR40_ARATH		
nope	CRK18_ARATH		
nope	GEM_ARATH		
nope	YQJQ_BACSU		
nope	SODM4_MAIZE		
nope	PAPS4_ARATH		
nope	TI10A_ORYSJ		
nope	RN170_XENTR		
nope	ZIP3_ORYSJ		
nope	NDA1_ARATH		
nope	DESI2_DANRE		
nope	ALF1_PEA		
nope	LRE_ARATH		
nope	ATL78_ARATH		
nope	Y3913_ARATH		
nope	MTBC_ORYSJ		
nope	MON1A_HUMAN		
nope	SDT_ARATH		
nope	MBD7_ARATH		
nope	AIL6_ARATH		
nope	SRC28_ARATH		
nope	HNRPF_MACFA		
nope	K502_ACTDE		
nope	PAPD7_HUMAN		
nope	EI2BE_RABIT		
nope	CTF64_ARATH		
nope	RR2_MAIZE		
nope	MLH1_ARATH		
nope	TGT_HUMAN		
nope	DJB13_MOUSE		
nope	GDPD1_ARATH		
nope	BGA15_ORYSJ		
nope	H2B3_MAIZE		
nope	BGAL_ECOK1		
nope	MRD1_YEAST		
nope	WTR29_ARATH		
nope	NSRP1_BOVIN		
nope	P2C68_ORYSJ		
nope	ALFC_ORYSJ		
nope	F179B_MOUSE		
nope	IF5A3_SOLTU		
nope	SLAH2_ARATH		
nope	FB252_ARATH		
nope	NUP85_ARATH		
nope	S1FA2_ORYSJ		
nope	CNOT1_HUMAN		
nope	ALG3_ARATH		
nope	RPOC2_SACHY		
nope	TCS1_CAMSI		
nope	ERFK_ECOLI		
nope	FABG1_SYNY3		
nope	DTX36_ARATH		
nope	YGLN_LACDE		
nope	TRM13_MOUSE		
nope	ADPO3_ORYSJ		
nope	POR_AVESA		
nope	ORML3_BOVIN		
nope	Y4885_ARATH		
nope	RER1B_ARATH		
nope	MSL1_ORYSJ		
nope	CRCB2_STAHJ		
nope	DDB2_ARATH		
nope	MPK16_ARATH		
nope	LHTL1_ARATH		
nope	NTRB_ORYSJ		
nope	RPOA_SACOF		
nope	WDR91_DICDI		
nope	ABHDB_HUMAN		
nope	CLPC2_ORYSJ		
nope	NPHP3_HUMAN		
nope	U71K1_MALDO		
nope	HOX6_ORYSJ		
nope	Y2349_ARATH		
nope	PR38B_RAT		
nope	ZDH19_ARATH		
nope	NDUS6_ARATH		
nope	FBX21_MOUSE		
nope	C71A1_ZINZE		
nope	TOLB_CHLTE		
nope	Y1232_METJA		
nope	TEX_BORPE		
nope	DCNL4_HUMAN		
nope	GLO2_ORYSJ		
nope	NUB1_HUMAN		
nope	TIR1L_ARATH		
nope	MPPA1_ARATH		
nope	KPPR_WHEAT		
nope	HBD_DEIRA		
nope	APGM_METS5		
nope	RS51_ARATH		
nope	Y2650_ARATH		
nope	YITV_BACSU		
nope	CYB5B_ARATH		
nope	DNAJ_THET2		
nope	Y5513_ORYSI		
nope	NU1C_SACOF		
nope	VSPB_SOYBN		
nope	CDKAL_DROME		
nope	LOR5_ARATH		
nope	TAT2_ARATH		
nope	RPB2_SOLLC		
nope	NILP3_ARATH		
nope	SWI3A_ARATH		
nope	RDR4_ORYSJ		
nope	HEXO2_ARATH		
nope	TRNHF_ARATH		
nope	GSTFD_ARATH		
nope	SOT17_ARATH		
nope	SFT2B_HUMAN		
nope	HOX22_ORYSJ		
nope	RL33_MAGSA		
nope	DNAJ_COXBN		
nope	SBT4E_ARATH		
nope	ORC2_ORYSJ		
nope	UPSA3_VIGUN		
nope	FH16_ORYSJ		
nope	FAD3C_SESIN		
nope	SSU72_CHICK		
nope	T120B_BOVIN		
nope	FKB70_WHEAT		
nope	OHK3_ORYSI		
nope	IF4A3_DROME		
nope	TBC13_HUMAN		
nope	LHCA6_ARATH		
nope	JMJD4_CHICK		
nope	ATPI_SACOF		
nope	DST1_DICDI		
nope	ATP5E_MAIZE		
nope	CNMT_THLFG		
nope	ITIH6_HUMAN		
nope	COLD1_ORYSJ		
nope	TBL32_ARATH		
nope	SH3Y1_XENLA		
nope	POL4_DROME		
nope	NADK1_ORYSJ		
nope	B3GT4_ARATH		
nope	IRAK4_MOUSE		
nope	RRP41_ARATH		
nope	SEC3A_ARATH		
nope	Y2027_ARATH		
nope	TOM1_CHICK		
nope	TAF8_ARATH		
nope	MIEL1_ARATH		
nope	XPO7B_XENLA		
nope	BOP1_CHLRE		
nope	SETD3_OTOGA		
nope	U76E3_ARATH		
nope	Y2237_DICDI		
nope	MOB1A_ARATH		
nope	CFXQ2_CYACA		
nope	TDL1B_ORYSJ		
nope	UGT7_CATRO		
nope	NAA25_HUMAN		
nope	POLG_BVDVN		
nope	LRP1B_ARATH		
nope	R1A3_SOLDE		
nope	ASK20_ARATH		
nope	IST3_SCHPO		
nope	HIBN_XENLA		
nope	JAL28_ARATH		
nope	LOGL5_ORYSJ		
nope	ELM1_ARATH		
